OBJECT_NAME	OBJECT_ID	NA	OBJECT_TYPE	OPS_STATUS_CODE	OWNER
SPUTNIK 22 DEB	1962057F	62057F	DEB	D	CIS
THOR ABLESTAR DEB	1961015EX	61015EX	DEB	NA	US
THOR ABLESTAR DEB	1961015EY	61015EY	DEB	D	US
THOR ABLESTAR DEB	1961015EZ	61015EZ	DEB	NA	US
THOR ABLESTAR DEB	1961015FA	61015FA	DEB	D	US
THOR ABLESTAR DEB	1961015FB	61015FB	DEB	NA	US
THOR ABLESTAR DEB	1961015FC	61015FC	DEB	D	US
THOR ABLESTAR DEB	1961015FD	61015FD	DEB	NA	US
THOR ABLESTAR DEB	1961015FE	61015FE	DEB	D	US
THOR ABLESTAR DEB	1961015FF	61015FF	DEB	NA	US
THOR ABLESTAR DEB	1961015FG	61015FG	DEB	NA	US
THOR ABLESTAR DEB	1961015FH	61015FH	DEB	D	US
THOR ABLESTAR DEB	1961015FJ	61015FJ	DEB	D	US
THOR ABLESTAR DEB	1961015FK	61015FK	DEB	D	US
THOR ABLESTAR DEB	1961015FL	61015FL	DEB	NA	US
THOR ABLESTAR DEB	1961015FM	61015FM	DEB	NA	US
THOR ABLESTAR DEB	1961015FN	61015FN	DEB	D	US
THOR ABLESTAR DEB	1961015FP	61015FP	DEB	D	US
THOR ABLESTAR DEB	1961015FQ	61015FQ	DEB	NA	US
THOR ABLESTAR DEB	1961015FR	61015FR	DEB	NA	US
THOR ABLESTAR DEB	1961015FS	61015FS	DEB	NA	US
FTV 1135	1962065A	62065A	PAY	D	US
SPUTNIK 22 DEB	1962057G	62057G	DEB	D	CIS
SPUTNIK 22 DEB	1962057H	62057H	DEB	D	CIS
SPUTNIK 22 DEB	1962057J	62057J	DEB	D	CIS
SPUTNIK 22 DEB	1962057K	62057K	DEB	D	CIS
SPUTNIK 22 DEB	1962057L	62057L	DEB	D	CIS
SPUTNIK 22 DEB	1962057M	62057M	DEB	D	CIS
SL-6 DEB	1962062D	62062D	DEB	D	CIS
SL-6 DEB	1962062E	62062E	DEB	D	CIS
FTV 1155	1962066A	62066A	PAY	D	US
SPUTNIK 22 DEB	1962057N	62057N	DEB	D	CIS
SPUTNIK 22 DEB	1962057P	62057P	DEB	D	CIS
SPUTNIK 22 DEB	1962057Q	62057Q	DEB	D	CIS
SPUTNIK 22 DEB	1962057R	62057R	DEB	D	CIS
SPUTNIK 22 DEB	1962057S	62057S	DEB	D	CIS
SPUTNIK 22 DEB	1962057T	62057T	DEB	D	CIS
SPUTNIK 22 DEB	1962057U	62057U	DEB	D	CIS
SPUTNIK 22 DEB	1962057V	62057V	DEB	D	CIS
SPUTNIK 22 DEB	1962057W	62057W	DEB	D	CIS
SPUTNIK 22 DEB	1962057X	62057X	DEB	D	CIS
SPUTNIK 22 DEB	1962057Y	62057Y	DEB	D	CIS
BLACK SPHERE	1962067A	62067A	PAY	D	US
RELAY 1 (A-15)	1962068A	62068A	PAY	NA	US
INJUN 3	1962067B	62067B	PAY	D	US
FTV 1156	1962069A	62069A	PAY	D	US
EXPLORER 16	1962070A	62070A	PAY	NA	US
SURCAL 1	1962067C	62067C	PAY	D	US
SURCAL 1A	1962067D	62067D	PAY	D	US
TRANSIT 5A	1962071A	62071A	PAY	D	US
THOR AGENA B DEB	1962049C	62049C	DEB	NA	US
THOR AGENA B DEB	1962049D	62049D	DEB	NA	US
SPUTNIK 22 DEB	1962057Z	62057Z	DEB	D	CIS
CALSPHERE 1A	1962067E	62067E	PAY	D	US
SCOUT X-3 DEB	1962071B	62071B	DEB	D	US
DELTA 1 R/B	1962068B	62068B	R/B	NA	US
THOR ABLESTAR DEB	1961015FT	61015FT	DEB	NA	US
COSMOS 12	1962072A	62072A	PAY	D	CIS
SL-3 R/B	1962072B	62072B	R/B	D	CIS
SCOUT X-3 R/B	1962071C	62071C	R/B	D	US
THOR AGENA D R/B	1962067F	62067F	R/B	D	US
SPUTNIK 25	1963001A	63001A	PAY	D	CIS
SPUTNIK 25 DEB	1963001B	63001B	DEB	D	CIS
SCOUT X-3 DEB [YO]	1962071D	62071D	DEB	D	US
SPUTNIK 25 DEB	1963001C	63001C	DEB	D	CIS
FTV 1157	1963002A	63002A	PAY	D	US
FTV 1157 DEB	1963002B	63002B	DEB	D	US
FTV 2313	1963003A	63003A	PAY	D	US
FTV 2313 DEB	1963003B	63003B	DEB	D	US
FTV 2313 DEB	1963003C	63003C	DEB	D	US
THOR ABLESTAR DEB	1961015FU	61015FU	DEB	NA	US
THOR ABLESTAR DEB	1961015FV	61015FV	DEB	D	US
DELTA 1 R/B	1963004B	63004B	R/B	D	US
FTV 0240	1963005A	63005A	PAY	D	US
SCOUT X-3M R/B	1963005B	63005B	R/B	D	US
SCOUT X-3M DEB	1963005C	63005C	DEB	D	US
SCOUT X-3M DEB	1963005D	63005D	DEB	D	US
THOR ABLESTAR DEB	1961015FW	61015FW	DEB	NA	US
THOR ABLESTAR DEB	1961015FX	61015FX	DEB	NA	US
THOR ABLESTAR DEB	1961015FY	61015FY	DEB	D	US
THOR ABLESTAR DEB	1961015FZ	61015FZ	DEB	D	US
THOR ABLESTAR DEB	1961015GA	61015GA	DEB	NA	US
THOR ABLESTAR DEB	1961015GB	61015GB	DEB	D	US
THOR ABLESTAR DEB	1961015GC	61015GC	DEB	NA	US
THOR ABLESTAR DEB	1961015GD	61015GD	DEB	NA	US
THOR ABLESTAR DEB	1961015GE	61015GE	DEB	NA	US
THOR ABLESTAR DEB	1961015GF	61015GF	DEB	D	US
THOR ABLESTAR DEB	1961015GG	61015GG	DEB	D	US
THOR ABLESTAR DEB	1961015GH	61015GH	DEB	NA	US
THOR ABLESTAR DEB	1961015GJ	61015GJ	DEB	NA	US
THOR ABLESTAR DEB	1961015GK	61015GK	DEB	D	US
THOR ABLESTAR DEB	1961015GL	61015GL	DEB	D	US
THOR ABLESTAR DEB	1961015GM	61015GM	DEB	NA	US
SYNCOM 1	1963004A	63004A	PAY	-	US
COSMOS 13	1963006A	63006A	PAY	D	CIS
SL-3 R/B	1963006B	63006B	R/B	D	CIS
THOR ABLESTAR DEB	1961015GN	61015GN	DEB	D	US
THOR ABLESTAR DEB	1961015GP	61015GP	DEB	D	US
THOR ABLESTAR DEB	1961015GQ	61015GQ	DEB	NA	US
THOR ABLESTAR DEB	1961015GR	61015GR	DEB	NA	US
THOR ABLESTAR DEB	1961015GS	61015GS	DEB	NA	US
THOR ABLESTAR DEB	1961015GT	61015GT	DEB	NA	US
FTV 1660	1963007A	63007A	PAY	D	US
SL-6 R/B	1963008A	63008A	R/B	D	CIS
EXPLORER 17 (S-6)	1963009A	63009A	PAY	D	US
DELTA 1 R/B	1963009B	63009B	R/B	D	US
LUNA 4	1963008B	63008B	PAY	NA	CIS
COSMOS 14	1963010A	63010A	PAY	D	CIS
SL-7 R/B	1963010B	63010B	R/B	D	CIS
COSMOS 15	1963011A	63011A	PAY	D	CIS
SL-3 R/B	1963011B	63011B	R/B	D	CIS
COSMOS 16	1963012A	63012A	PAY	D	CIS
SL-3 R/B	1963012B	63012B	R/B	D	CIS
TELSTAR 2 (A-41)	1963013A	63013A	PAY	NA	US
MIDAS 6 (FTV 1169)	1963014A	63014A	PAY	NA	US
DELTA 1 R/B	1963013B	63013B	R/B	NA	US
MERCURY ATLAS 9	1963015A	63015A	PAY	D	US
ATLAS D R/B	1963015B	63015B	R/B	D	US
FTV 1110	1963016A	63016A	PAY	D	US
ERS 5	1963014B	63014B	PAY	D	US
COSMOS 17	1963017A	63017A	PAY	D	CIS
SL-7 DEB	1963017B	63017B	DEB	D	CIS
SL-7 DEB	1963017C	63017C	DEB	D	CIS
SL-7 DEB	1963017D	63017D	DEB	D	CIS
SL-7 DEB	1963017E	63017E	DEB	D	CIS
SL-7 DEB	1963017F	63017F	DEB	D	CIS
COSMOS 18	1963018A	63018A	PAY	D	CIS
SL-7 R/B	1963018B	63018B	R/B	D	CIS
SL-7 R/B	1963017G	63017G	R/B	D	CIS
DASH 1	1963014D	63014D	PAY	NA	US
THOR AGENA D	1963019A	63019A	PAY	D	US
VOSTOK 5	1963020A	63020A	PAY	D	CIS
SL-3 R/B	1963020B	63020B	R/B	D	CIS
THOR AGENA D R/B	1963021A	63021A	R/B	D	US
TRANSIT 5A-3	1963022A	63022A	PAY	D	US
VOSTOK 6	1963023A	63023A	PAY	D	CIS
SL-3 R/B	1963023B	63023B	R/B	D	CIS
SURCAL 1B	1963021F	63021F	PAY	D	US
FTV 1292	1963021E	63021E	PAY	D	US
SOLRAD 6	1963021C	63021C	PAY	D	US
RADOSE 112	1963021D	63021D	PAY	D	US
LOFTI 2A	1963021B	63021B	PAY	D	US
WESTFORD NEEDLES	1963014E	63014E	DEB	NA	US
SCOUT X-3 R/B	1963022B	63022B	R/B	D	US
TIROS 7	1963024A	63024A	PAY	D	US
DELTA 1 R/B	1963024B	63024B	R/B	D	US
DELTA 1 DEB	1963024C	63024C	DEB	D	US
DELTA 1 DEB	1963024D	63024D	DEB	D	US
ERS 6	1963014C	63014C	PAY	NA	US
THOR AGENA D	1963025A	63025A	PAY	D	US
SCOUT X-3 DEB	1963022C	63022C	DEB	D	US
SCOUT X-3 DEB	1963022D	63022D	DEB	D	US
GRS	1963026A	63026A	PAY	D	US
THOR AGENA B	1963027A	63027A	PAY	D	US
HITCH HIKER 1	1963025B	63025B	PAY	NA	US
THOR AGENA B DEB	1963027B	63027B	DEB	D	US
THOR AGENA B DEB	1963027C	63027C	DEB	D	US
THOR AGENA D DEB	1963021G	63021G	DEB	D	US
ATLAS AGENA D	1963028A	63028A	PAY	D	US
ATLAS AGENA D DEB	1963028B	63028B	DEB	D	US
ATLAS AGENA D R/B	1963028C	63028C	R/B	D	US
THOR AGENA D	1963029A	63029A	PAY	D	US
MIDAS 7/ERS 10	1963030A	63030A	PAY	NA	US
THOR AGENA D DEB	1963029B	63029B	DEB	D	US
DASH 2	1963030D	63030D	PAY	D	US
DELTA 1 R/B	1963031B	63031B	R/B	D	US
THOR AGENA D	1963032A	63032A	PAY	D	US
THOR AGENA D DEB	1963032B	63032B	DEB	D	US
WESTFORD NEEDLES	1963014F	63014F	DEB	NA	US
WESTFORD NEEDLES	1963014G	63014G	DEB	NA	US
ATLAS AGENA B DEB	1963030C	63030C	DEB	NA	US
ATLAS AGENA B DEB	1963030E	63030E	DEB	NA	US
COSMOS 19	1963033A	63033A	PAY	D	CIS
SL-7 R/B	1963033B	63033B	R/B	D	CIS
SYNCOM 2 (A 26)	1963031A	63031A	PAY	-	US
ERS 9	1963030B	63030B	PAY	NA	US
THOR AGENA D	1963034A	63034A	PAY	D	US
THOR AGENA D	1963035A	63035A	PAY	D	US
0.1 SQ METER TARGET	1963035B	63035B	PAY	D	US
THOR AGENA D DEB	1963035C	63035C	DEB	D	US
THOR AGENA D DEB	1963035D	63035D	DEB	D	US
ATLAS AGENA D	1963036A	63036A	PAY	D	US
THOR AGENA D DEB	1963034B	63034B	DEB	D	US
THOR ABLESTAR DEB	1961015GU	61015GU	DEB	NA	US
THOR ABLESTAR DEB	1961015GV	61015GV	DEB	NA	US
THOR ABLESTAR DEB	1961015GW	61015GW	DEB	NA	US
THOR ABLESTAR DEB	1961015GX	61015GX	DEB	D	US
THOR ABLESTAR DEB	1961015GY	61015GY	DEB	D	US
THOR ABLESTAR DEB	1961015GZ	61015GZ	DEB	NA	US
THOR ABLESTAR DEB	1961015HA	61015HA	DEB	NA	US
THOR ABLESTAR DEB	1961015HB	61015HB	DEB	D	US
THOR ABLESTAR DEB	1961015HC	61015HC	DEB	D	US
THOR ABLESTAR DEB	1961015HD	61015HD	DEB	NA	US
THOR ABLESTAR DEB	1961015HE	61015HE	DEB	NA	US
THOR ABLESTAR DEB	1961015HF	61015HF	DEB	D	US
THOR ABLESTAR DEB	1961015HG	61015HG	DEB	NA	US
THOR ABLESTAR DEB	1961015HH	61015HH	DEB	NA	US
THOR ABLESTAR DEB	1961015HJ	61015HJ	DEB	NA	US
THOR ABLESTAR DEB	1961015HK	61015HK	DEB	NA	US
THOR ABLESTAR DEB	1961015HL	61015HL	DEB	NA	US
THOR ABLESTAR DEB	1961015HM	61015HM	DEB	NA	US
THOR ABLESTAR DEB	1961015HN	61015HN	DEB	D	US
THOR ABLESTAR DEB	1961015HP	61015HP	DEB	D	US
ATLAS AGENA D DEB	1963036B	63036B	DEB	D	US
ATLAS AGENA D DEB	1963036C	63036C	DEB	D	US
ATLAS AGENA D DEB	1963036D	63036D	DEB	D	US
ATLAS AGENA D DEB	1963036E	63036E	DEB	D	US
ATLAS AGENA D DEB	1963036F	63036F	DEB	D	US
THOR AGENA D	1963037A	63037A	PAY	D	US
THOR ABLESTAR R/B	1963038A	63038A	R/B	NA	US
TRANSIT 5B-1	1963038B	63038B	PAY	NA	US
RADIATION SAT (5E-1)	1963038C	63038C	PAY	NA	US
THOR ABLESTAR DEB	1963038D	63038D	DEB	NA	US
COSMOS 20	1963040A	63040A	PAY	D	CIS
VELA 2	1963039A	63039A	PAY	NA	US
ERS 12	1963039B	63039B	PAY	D	US
SL-3 R/B	1963040B	63040B	R/B	D	CIS
ATLAS AGENA D	1963041A	63041A	PAY	D	US
ATLAS AGENA D R/B	1963041B	63041B	R/B	D	US
ATLAS AGENA D DEB	1963041C	63041C	DEB	D	US
ATLAS AGENA D DEB	1963041D	63041D	DEB	D	US
THOR AGENA D	1963042A	63042A	PAY	D	US
HITCH HIKER 2	1963042B	63042B	PAY	D	US
POLYOT 1	1963043A	63043A	PAY	D	CIS
SL-5 DEB	1963043B	63043B	DEB	D	CIS
SL-5 R/B	1963043C	63043C	R/B	D	CIS
SL-5 DEB	1963043D	63043D	DEB	D	CIS
COSMOS 21	1963044A	63044A	PAY	D	CIS
SL-6 R/B	1963044B	63044B	R/B	D	CIS
COSMOS 22	1963045A	63045A	PAY	D	CIS
SL-3 R/B	1963045B	63045B	R/B	D	CIS
THOR AGENA D DEB	1963042C	63042C	DEB	D	US
VELA 1	1963039C	63039C	PAY	NA	US
EXPLORER 18 (IMP-1)	1963046A	63046A	PAY	D	US
ATLAS CENTAUR 2	1963047A	63047A	PAY	NA	US
THOR AGENA D	1963048A	63048A	PAY	D	US
ATLAS CENTAUR 2 DEB	1963047B	63047B	DEB	D	US
ATLAS CENTAUR 2 DEB	1963047C	63047C	DEB	D	US
ATLAS CENTAUR 2 DEB	1963047D	63047D	DEB	NA	US
ATLAS CENTAUR 2 DEB	1963047E	63047E	DEB	D	US
ATLAS CENTAUR 2 DEB	1963047F	63047F	DEB	NA	US
ATLAS CENTAUR 2 DEB	1963047G	63047G	DEB	NA	US
WESTFORD NEEDLES	1963014H	63014H	DEB	NA	US
THOR ABLESTAR R/B	1963049A	63049A	R/B	NA	US
TRANSIT 5B-2	1963049B	63049B	PAY	NA	US
TRANSIT 5E-3	1963049C	63049C	PAY	NA	US
THOR ABLESTAR DEB	1963049D	63049D	DEB	NA	US
COSMOS 23	1963050A	63050A	PAY	D	CIS
SL-7 R/B	1963050B	63050B	R/B	D	CIS
SL-7 DEB	1963050C	63050C	DEB	D	CIS
SL-7 DEB	1963050D	63050D	DEB	D	CIS
ATLAS AGENA D	1963051A	63051A	PAY	D	US
COSMOS 24	1963052A	63052A	PAY	D	CIS
SL-3 R/B	1963052B	63052B	R/B	D	CIS
EXPLORER 19 (ADI-1)	1963053A	63053A	PAY	D	US
THOR ABLESTAR DEB	1963049E	63049E	DEB	NA	US
TIROS 8	1963054A	63054A	PAY	-	US
DELTA 1 R/B	1963054B	63054B	R/B	D	US
THOR AGENA D	1963055A	63055A	PAY	D	US
HITCH HIKER 3	1963055B	63055B	PAY	D	US
DELTA 1 DEB	1963054C	63054C	DEB	NA	US
SCOUT X-4 R/B	1963053B	63053B	R/B	NA	US
SCOUT X-4 DEB	1963053C	63053C	DEB	D	US
SCOUT X-4 DEB	1963053D	63053D	DEB	D	US
SCOUT X-4 DEB	1963053E	63053E	DEB	NA	US
SCOUT X-4 DEB	1963053F	63053F	DEB	D	US
SCOUT X-4 DEB	1963053G	63053G	DEB	D	US
THOR AGENA D R/B	1964001A	64001A	R/B	NA	US
GGSE 1 (GGRS)	1964001B	64001B	PAY	NA	US
SECOR 1B	1964001C	64001C	PAY	NA	US
SOLRAD 7A	1964001D	64001D	PAY	NA	US
GREB	1964001E	64001E	PAY	NA	US
SCOUT X-4 DEB	1963053H	63053H	DEB	NA	US
THOR AGENA D R/B	1964002A	64002A	R/B	NA	US
OPS 3367 A	1964002B	64002B	PAY	NA	US
OPS 3367 B	1964002C	64002C	PAY	NA	US
DELTA 1 DEB	1963054D	63054D	DEB	D	US
RELAY 2	1964003A	64003A	PAY	NA	US
DELTA 1 R/B	1964003B	64003B	R/B	NA	US
ATLAS CENTAUR 2 DEB	1963047H	63047H	DEB	NA	US
ECHO 2 (A-12)	1964004A	64004A	PAY	D	US
THOR AGENA B R/B	1964004B	64004B	R/B	NA	US
THOR AGENA B DEB	1964004C	64004C	DEB	NA	US
THOR AGENA B DEB	1964004D	64004D	DEB	NA	US
SATURN 1 (SATURN SA-5)	1964005A	64005A	PAY	D	US
THOR ABLESTAR DEB	1963038E	63038E	DEB	NA	US
ELEKTRON 1	1964006A	64006A	PAY	NA	CIS
RANGER 6 (RA-6)	1964007A	64007A	PAY	D	US
ELEKTRON 2	1964006B	64006B	PAY	D	CIS
THOR AGENA B DEB	1964004E	64004E	DEB	D	US
ELEKTRON 1 DEB	1964006C	64006C	DEB	NA	CIS
SL-3 R/B	1964006D	64006D	R/B	D	CIS
OPS 3444	1964008A	64008A	PAY	D	US
THOR ABLESTAR DEB	1963049F	63049F	DEB	NA	US
OPS 2423	1964009A	64009A	PAY	D	US
OPS 3444 DEB	1964008B	64008B	DEB	D	US
OPS 2423 DEB	1964009B	64009B	DEB	D	US
COSMOS 25	1964010A	64010A	PAY	D	CIS
SL-7 R/B	1964010B	64010B	R/B	D	CIS
OPS 3722	1964011A	64011A	PAY	D	US
OPS 3722 DEB	1964011B	64011B	DEB	D	US
OPS 3722 DEB	1964011C	64011C	DEB	D	US
SL-7 DEB	1964010C	64010C	DEB	D	CIS
SL-7 DEB	1964010D	64010D	DEB	D	CIS
OPS 3435	1964012A	64012A	PAY	D	US
ATLAS AGENA D R/B	1964012B	64012B	R/B	D	US
COSMOS 26	1964013A	64013A	PAY	D	CIS
SL-7 R/B	1964013B	64013B	R/B	D	CIS
SL-7 DEB	1964013C	64013C	DEB	D	CIS
SL-7 DEB	1964013D	64013D	DEB	D	CIS
SL-6 R/B	1964014B	64014B	R/B	D	CIS
ARIEL 2 (UK-2)	1964015A	64015A	PAY	D	UK
COSMOS 27	1964014A	64014A	PAY	D	CIS
SL-6 DEB	1964014C	64014C	DEB	D	CIS
SL-6 DEB	1964014D	64014D	DEB	D	CIS
SCOUT X-3 R/B	1964015B	64015B	R/B	D	US
SL-6 PLAT	1964016A	64016A	DEB	D	CIS
SL-6 R/B	1964016B	64016B	R/B	D	CIS
SL-6 DEB	1964016C	64016C	DEB	D	CIS
COSMOS 28	1964017A	64017A	PAY	D	CIS
SL-3 R/B	1964017B	64017B	R/B	D	CIS
SL-3 DEB	1964017C	64017C	DEB	D	CIS
GEMINI 1	1964018A	64018A	PAY	D	US
SL-5 R/B	1964019B	64019B	R/B	D	CIS
POLYOT 2	1964019A	64019A	PAY	D	CIS
ZOND 1	1964016D	64016D	PAY	NA	CIS
OPS 3743	1964020A	64020A	PAY	D	US
OPS 3743 DEB	1964020B	64020B	DEB	D	US
OPS 3743 DEB	1964020C	64020C	DEB	D	US
OPS 3743 DEB	1964020D	64020D	DEB	D	US
OPS 3743 DEB	1964020E	64020E	DEB	D	US
COSMOS 29	1964021A	64021A	PAY	D	CIS
SL-3 R/B	1964021B	64021B	R/B	D	CIS
SL-3 DEB	1964021C	64021C	DEB	D	CIS
SL-3 DEB	1964021D	64021D	DEB	D	CIS
SL-3 DEB	1964021E	64021E	DEB	D	CIS
OPS 2921	1964022A	64022A	PAY	D	US
COSMOS 30	1964023A	64023A	PAY	D	CIS
SL-3 R/B	1964023B	64023B	R/B	D	CIS
OPS 3592	1964024A	64024A	PAY	D	US
APOLLO MODEL 1	1964025A	64025A	PAY	D	US
OPS 4412 (TRANSIT 9)	1964026A	64026A	PAY	NA	US
OPS 3483	1964027A	64027A	PAY	D	US
COSMOS 31	1964028A	64028A	PAY	D	CIS
SL-7 R/B	1964028B	64028B	R/B	D	CIS
SCOUT X-4 DEB	1964026B	64026B	DEB	NA	US
SCOUT X-4 DEB	1964026C	64026C	DEB	D	US
COSMOS 32	1964029A	64029A	PAY	D	CIS
SL-3 R/B	1964029B	64029B	R/B	D	CIS
SCOUT X-4 R/B	1964026D	64026D	R/B	NA	US
SL-3 DEB	1964029C	64029C	DEB	D	CIS
OPS 3236 (STARFLASH 1A)	1964030A	64030A	PAY	D	US
OPS 4467 A	1964031A	64031A	PAY	NA	US
OPS 4467 B	1964031B	64031B	PAY	NA	US
OPS 3754	1964032A	64032A	PAY	D	US
THOR AGENA D R/B	1964031C	64031C	R/B	NA	US
COSMOS 33	1964033A	64033A	PAY	D	CIS
SL-3 R/B	1964033B	64033B	R/B	D	CIS
SL-3 DEB	1964033C	64033C	DEB	D	CIS
SL-3 DEB	1964033D	64033D	DEB	D	CIS
OPS 3236 DEB	1964030B	64030B	DEB	D	US
OPS 3754 DEB	1964032B	64032B	DEB	D	US
COSMOS 34	1964034A	64034A	PAY	D	CIS
SL-3 R/B	1964034B	64034B	R/B	D	CIS
OPS 3395	1964035A	64035A	PAY	D	US
OPS 3684	1964036A	64036A	PAY	D	US
OPS 4923	1964036B	64036B	PAY	D	US
OPS 4923 DEB	1964036C	64036C	DEB	D	US
OPS 3491	1964037A	64037A	PAY	D	US
ELEKTRON 3	1964038A	64038A	PAY	NA	CIS
ELEKTRON 4	1964038B	64038B	PAY	D	CIS
ELEKTRON 3 DEB	1964038C	64038C	DEB	NA	CIS
SL-3 R/B	1964038D	64038D	R/B	D	CIS
COSMOS 35	1964039A	64039A	PAY	D	CIS
SL-3 R/B	1964039B	64039B	R/B	D	CIS
SL-3 DEB	1964039C	64039C	DEB	D	CIS
OPS 3662 (VELA 3)	1964040A	64040A	PAY	NA	US
OPS 3674 (VELA 4)	1964040B	64040B	PAY	NA	US
ERS 13	1964040C	64040C	PAY	D	US
SL-3 DEB	1964039D	64039D	DEB	D	CIS
THOR ABLESTAR DEB	1960007D	60007D	DEB	D	US
THOR ABLESTAR DEB	1960007E	60007E	DEB	D	US
RANGER 7	1964041A	64041A	PAY	D	US
ATLAS AGENA B R/B	1964041B	64041B	R/B	NA	US
COSMOS 36	1964042A	64042A	PAY	D	CIS
SL-7 R/B	1964042B	64042B	R/B	D	CIS
OPS 3042	1964043A	64043A	PAY	D	US
SCOUT X-3 DEB	1964015C	64015C	DEB	D	US
COSMOS 37	1964044A	64044A	PAY	D	CIS
SL-3 R/B	1964044B	64044B	R/B	D	CIS
OPS 3802	1964045A	64045A	PAY	D	US
OPS 3316	1964045B	64045B	PAY	D	US
ATLAS AGENA D R/B	1964045C	64045C	R/B	D	US
COSMOS 38	1964046A	64046A	PAY	D	CIS
COSMOS 39	1964046B	64046B	PAY	D	CIS
COSMOS 40	1964046C	64046C	PAY	D	CIS
SL-8 R/B	1964046D	64046D	R/B	D	CIS
SL-8 DEB	1964046E	64046E	DEB	D	CIS
SYNCOM 3	1964047A	64047A	PAY	-	US
SL-8 DEB	1964046F	64046F	DEB	D	CIS
SL-8 DEB	1964046G	64046G	DEB	D	CIS
OPS 2739 (STARFLASH 1B)	1964048A	64048A	PAY	D	US
DELTA 1 R/B	1964047B	64047B	R/B	NA	US
SL-6 R/B(1)	1964049A	64049A	R/B	D	CIS
COSMOS 42	1964050A	64050A	PAY	D	CIS
SL-6 DEB	1964049B	64049B	DEB	D	CIS
SL-7 R/B	1964050B	64050B	R/B	D	CIS
COSMOS 43	1964050C	64050C	PAY	D	CIS
SL-6 DEB	1964049C	64049C	DEB	D	CIS
SL-6 R/B(2)	1964049D	64049D	R/B	D	CIS
EXPLORER 20	1964051A	64051A	PAY	NA	US
SCOUT X-4 R/B	1964051B	64051B	R/B	NA	US
NIMBUS 1	1964052A	64052A	PAY	D	US
SCOUT X-4 DEB	1964051C	64051C	DEB	D	US
SCOUT X-4 DEB	1964051D	64051D	DEB	D	US
SCOUT X-4 DEB	1964051E	64051E	DEB	D	US
COSMOS 44	1964053A	64053A	PAY	NA	CIS
SL-3 R/B	1964053B	64053B	R/B	NA	CIS
THOR AGENA B R/B	1964052B	64052B	R/B	D	US
OGO 1	1964054A	64054A	PAY	D	US
COSMOS 45	1964055A	64055A	PAY	D	CIS
SL-3 R/B	1964055B	64055B	R/B	D	CIS
OPS 3497	1964056A	64056A	PAY	D	US
APOLLO MODEL 2	1964057A	64057A	PAY	D	US
OPS 4262	1964058A	64058A	PAY	D	US
COSMOS 46	1964059A	64059A	PAY	D	CIS
SL-3 R/B	1964059B	64059B	R/B	D	CIS
ATLAS AGENA D R/B	1964058B	64058B	R/B	D	US
OPS 3497 DEB	1964056B	64056B	DEB	D	US
EXPLORER 21 (IMP-2)	1964060A	64060A	PAY	D	US
OPS 3333	1964061A	64061A	PAY	D	US
COSMOS 47	1964062A	64062A	PAY	D	CIS
SL-4 R/B	1964062B	64062B	R/B	D	CIS
THOR ABLESTAR R/B	1964063A	64063A	R/B	NA	US
SL-4 DEB	1964062C	64062C	DEB	D	CIS
SL-4 DEB	1964062D	64062D	DEB	D	CIS
SL-4 DEB	1964062E	64062E	DEB	D	CIS
OPS 5798 (TRANSIT 5B-4)	1964063B	64063B	PAY	NA	US
COSMOS 41	1964049E	64049E	PAY	D	CIS
EXPLORER 22	1964064A	64064A	PAY	NA	US
CALSPHERE 1	1964063C	64063C	PAY	+	US
OPS 5798 DEB	1964063D	64063D	DEB	NA	US
CALSPHERE 2	1964063E	64063E	PAY	+	US
OPS 5798 DEB	1964063F	64063F	DEB	NA	US
VOSKHOD 1	1964065A	64065A	PAY	D	CIS
SL-4 R/B	1964065B	64065B	R/B	D	CIS
SL-4 DEB	1964065C	64065C	DEB	D	CIS
SCOUT X-4 R/B	1964064B	64064B	R/B	NA	US
COSMOS 48	1964066A	64066A	PAY	D	CIS
SL-3 R/B	1964066B	64066B	R/B	D	CIS
COSMOS 48 DEB	1964066C	64066C	DEB	D	CIS
OPS 3559	1964067A	64067A	PAY	D	US
OPS 4384	1964068A	64068A	PAY	D	US
COSMOS 49	1964069A	64069A	PAY	D	CIS
OPS 5063	1964068B	64068B	PAY	D	US
SL-7 R/B	1964069B	64069B	R/B	D	CIS
OPS 4384 DEB	1964068C	64068C	DEB	D	US
SL-7 DEB	1964069C	64069C	DEB	D	CIS
OPS 4384 DEB	1964068D	64068D	DEB	D	US
COSMOS 50	1964070A	64070A	PAY	D	CIS
SL-3 R/B	1964070B	64070B	R/B	D	CIS
OPS 5434	1964071A	64071A	PAY	D	US
OPS 3062	1964072A	64072A	PAY	D	US
MARINER 3	1964073A	64073A	PAY	NA	US
EXPLORER 23	1964074A	64074A	PAY	D	US
OPS 3062 DEB	1964072B	64072B	DEB	D	US
OPS 3062 DEB	1964072C	64072C	DEB	D	US
OPS 3062 DEB	1964072D	64072D	DEB	D	US
SL-3 DEB	1964070C	64070C	DEB	D	CIS
SL-3 DEB	1964070D	64070D	DEB	D	CIS
OPS 3360 (ORBIS)	1964075A	64075A	PAY	D	US
EXPLORER 24 (ADI-2)	1964076A	64076A	PAY	D	US
EXPLORER 25 (INJUN 4)	1964076B	64076B	PAY	NA	US
SCOUT X-4 R/B	1964076C	64076C	R/B	NA	US
SCOUT X-4 DEB	1964076D	64076D	DEB	D	US
SCOUT X-4 DEB	1964076E	64076E	DEB	D	US
